[2025-02-02 04:52:04] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-02-02 04:52:04] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, create_zip_archive, wrapup
[2025-02-02 04:52:04] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-02-02 04:52:05] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-02-02 04:52:05] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-02-02 04:52:05] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-02-02 04:52:07] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\portfolio_bat/wp-content/uploads\simply-static\temp-files/simply-static-1-1738471924\
[2025-02-02 04:52:07] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/portfolio_bat/
[2025-02-02 04:52:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/portfolio_bat/wp-content/plugins/elementor/assets/lib/animate.css/animate-config.json
[2025-02-02 04:52:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/portfolio_bat/wp-content/plugins/elementor/assets/lib/animate.css/animate.css
[2025-02-02 04:52:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/portfolio_bat/wp-content/plugins/elementor/assets/lib/animate.css/animate.min.css
[2025-02-02 04:52:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/portfolio_bat/wp-content/plugins/elementor/assets/lib/animations/animations.min.css
[2025-02-02 04:52:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/portfolio_bat/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.css
[2025-02-02 04:52:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/portfolio_bat/wp-content/plugins/elementor/assets/lib/animations/styles/bounce.min.css
[2025-02-02 04:52:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/portfolio_bat/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.css
[2025-02-02 04:52:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/portfolio_bat/wp-content/plugins/elementor/assets/lib/animations/styles/bounceIn.min.css
[2025-02-02 04:52:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/portfolio_bat/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.css
[2025-02-02 04:52:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/portfolio_bat/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInDown.min.css
[2025-02-02 04:52:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/portfolio_bat/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.css
[2025-02-02 04:52:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/portfolio_bat/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInLeft.min.css
[2025-02-02 04:52:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/portfolio_bat/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.css
[2025-02-02 04:52:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/portfolio_bat/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInRight.min.css
[2025-02-02 04:52:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/portfolio_bat/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.css
[2025-02-02 04:52:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/portfolio_bat/wp-content/plugins/elementor/assets/lib/animations/styles/bounceInUp.min.css
[2025-02-02 04:52:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/portfolio_bat/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bob.css
[2025-02-02 04:52:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/portfolio_bat/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bob.min.css
[2025-02-02 04:52:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/portfolio_bat/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-in.css
[2025-02-02 04:52:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/portfolio_bat/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-in.min.css
[2025-02-02 04:52:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/portfolio_bat/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-out.css
[2025-02-02 04:52:07] [class-elementor-integration.php:220] Adding elementor bundle asset to queue: http://localhost/portfolio_bat/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-bounce-out.min.css
